,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
49323,49324,2015,8,18,3,2,79.0,,64.0,56.0,17.0,64.0,1009.0,24.0,NE,7.6,0.0,0.0
49324,49325,2015,8,18,4,2,48.0,,28.0,40.0,17.0,68.0,1009.0,23.0,NE,9.39,0.0,0.0
49325,49326,2015,8,18,5,2,30.0,,18.0,20.0,17.0,68.0,1010.0,23.0,NW,1.79,0.0,0.0
49326,49327,2015,8,18,6,2,27.0,,16.0,28.0,17.0,68.0,1010.0,23.0,NE,1.79,0.0,0.0
49327,49328,2015,8,18,7,2,33.0,,23.0,28.0,18.0,69.0,1011.0,24.0,NE,3.58,0.3,0.3
49328,49329,2015,8,18,8,2,35.0,35.0,32.0,37.0,18.0,69.0,1011.0,24.0,NE,4.47,0.0,0.0
49329,49330,2015,8,18,9,2,46.0,35.0,25.0,38.0,19.0,69.0,1011.0,25.0,NE,6.26,0.0,0.0
49330,49331,2015,8,18,10,2,53.0,44.0,29.0,43.0,19.0,65.0,1011.0,26.0,NE,8.05,0.0,0.0
49331,49332,2015,8,18,11,2,77.0,86.0,70.0,77.0,21.0,69.0,1012.0,27.0,cv,0.89,0.0,0.0
49332,49333,2015,8,18,12,2,87.0,49.0,58.0,57.0,23.0,70.0,1011.0,29.0,SE,3.13,0.0,0.0
49333,49334,2015,8,18,13,2,66.0,,56.0,54.0,17.0,45.0,1010.0,30.0,SE,4.92,0.0,0.0
49334,49335,2015,8,18,14,2,40.0,37.0,28.0,34.0,18.0,45.0,1010.0,31.0,SE,8.94,0.0,0.0
49335,49336,2015,8,18,15,2,34.0,28.0,23.0,,16.0,40.0,1010.0,31.0,SE,12.96,0.0,0.0
49336,49337,2015,8,18,16,2,33.0,39.0,27.0,39.0,18.0,51.0,1009.0,29.0,SE,17.88,0.0,0.0
49337,49338,2015,8,18,17,2,31.0,33.0,28.0,34.0,18.0,51.0,1010.0,29.0,SE,25.03,0.0,0.0
49338,49339,2015,8,18,18,2,21.0,26.0,15.0,27.0,18.0,57.0,1010.0,27.0,SE,29.05,0.0,0.0
49339,49340,2015,8,18,19,2,22.0,30.0,11.0,33.0,18.0,61.0,1010.0,26.0,SE,32.18,0.0,0.0
49340,49341,2015,8,18,20,2,30.0,,13.0,34.0,19.0,69.0,1010.0,25.0,SE,33.97,0.0,0.0
49341,49342,2015,8,18,21,2,29.0,51.0,32.0,43.0,19.0,73.0,1011.0,24.0,cv,0.89,0.0,0.0
49342,49343,2015,8,18,22,2,34.0,38.0,32.0,33.0,18.0,69.0,1011.0,24.0,SE,4.02,0.0,0.0
49343,49344,2015,8,18,23,2,36.0,38.0,27.0,42.0,18.0,69.0,1010.0,24.0,SE,5.81,0.0,0.0
49344,49345,2015,8,19,0,2,46.0,,32.0,41.0,18.0,73.0,1011.0,23.0,SE,7.6,0.0,0.0
49345,49346,2015,8,19,1,2,47.0,,29.0,50.0,19.0,83.0,1010.0,22.0,SE,9.39,0.0,0.0
49346,49347,2015,8,19,2,2,37.0,,31.0,38.0,18.0,73.0,1011.0,23.0,SE,10.28,0.0,0.0
49347,49348,2015,8,19,3,2,42.0,35.0,29.0,39.0,19.0,83.0,1011.0,22.0,SE,12.07,0.0,0.0
49348,49349,2015,8,19,4,2,53.0,,34.0,55.0,20.0,88.0,1011.0,22.0,cv,0.89,0.1,0.1
49349,49350,2015,8,19,5,2,55.0,57.0,45.0,66.0,20.0,88.0,1012.0,22.0,cv,1.78,0.3,0.4
49350,49351,2015,8,19,6,2,58.0,58.0,47.0,65.0,21.0,94.0,1012.0,22.0,cv,2.67,0.1,0.5
49351,49352,2015,8,19,7,2,62.0,65.0,53.0,65.0,21.0,94.0,1013.0,22.0,NW,1.79,0.2,0.7
49352,49353,2015,8,19,8,2,71.0,70.0,55.0,70.0,21.0,94.0,1012.0,22.0,SE,3.13,0.1,0.8
49353,49354,2015,8,19,9,2,62.0,,97.0,65.0,21.0,88.0,1012.0,23.0,NW,4.92,0.0,0.0
49354,49355,2015,8,19,10,2,79.0,,67.0,64.0,21.0,78.0,1012.0,25.0,NW,8.94,0.0,0.0
49355,49356,2015,8,19,11,2,68.0,,61.0,55.0,20.0,69.0,1012.0,26.0,NE,1.79,0.0,0.0
49356,49357,2015,8,19,12,2,72.0,,58.0,49.0,21.0,78.0,1011.0,25.0,cv,0.89,0.0,0.0
49357,49358,2015,8,19,13,2,67.0,,52.0,46.0,19.0,61.0,1011.0,27.0,SE,3.13,0.0,0.0
49358,49359,2015,8,19,14,2,50.0,52.0,44.0,46.0,20.0,61.0,1011.0,28.0,SE,6.26,0.0,0.0
49359,49360,2015,8,19,15,2,55.0,61.0,56.0,49.0,21.0,62.0,1009.0,29.0,SE,11.18,0.0,0.0
49360,49361,2015,8,19,16,2,55.0,,51.0,58.0,20.0,65.0,1009.0,27.0,SE,12.97,0.0,0.0
49361,49362,2015,8,19,17,2,60.0,,54.0,53.0,21.0,69.0,1009.0,27.0,SE,14.76,0.0,0.0
49362,49363,2015,8,19,18,2,55.0,,62.0,59.0,21.0,69.0,1009.0,27.0,SE,16.55,0.0,0.0
49363,49364,2015,8,19,19,2,59.0,,52.0,62.0,20.0,69.0,1009.0,26.0,SE,18.34,0.0,0.0
49364,49365,2015,8,19,20,2,78.0,,68.0,71.0,17.0,68.0,1011.0,23.0,NE,3.13,0.0,0.0
49365,49366,2015,8,19,21,2,74.0,,55.0,49.0,18.0,73.0,1011.0,23.0,NE,6.26,0.0,0.0
49366,49367,2015,8,19,22,2,41.0,,31.0,41.0,18.0,78.0,1011.0,22.0,cv,0.89,0.0,0.0
49367,49368,2015,8,19,23,2,42.0,,38.0,40.0,18.0,82.0,1010.0,21.0,NW,0.89,0.0,0.0
49368,49369,2015,8,20,0,2,28.0,,24.0,23.0,18.0,88.0,1011.0,20.0,NW,2.68,0.0,0.0
49369,49370,2015,8,20,1,2,28.0,,19.0,25.0,18.0,88.0,1010.0,20.0,cv,0.89,0.0,0.0
49370,49371,2015,8,20,2,2,31.0,,19.0,25.0,18.0,88.0,1010.0,20.0,NW,0.89,0.0,0.0
49371,49372,2015,8,20,3,2,20.0,,21.0,27.0,17.0,88.0,1010.0,19.0,NW,1.78,0.0,0.0
49372,49373,2015,8,20,4,2,,,,25.0,17.0,88.0,1009.0,19.0,NE,0.89,0.0,0.0
49373,49374,2015,8,20,5,2,26.0,,19.0,29.0,17.0,88.0,1009.0,19.0,NW,0.89,0.0,0.0
49374,49375,2015,8,20,6,2,24.0,,,23.0,17.0,88.0,1009.0,19.0,NW,2.68,0.0,0.0
49375,49376,2015,8,20,7,2,28.0,,20.0,25.0,18.0,88.0,1010.0,20.0,NW,5.81,0.0,0.0
49376,49377,2015,8,20,8,2,36.0,,27.0,30.0,19.0,78.0,1010.0,23.0,NE,0.89,0.0,0.0
49377,49378,2015,8,20,9,2,47.0,,43.0,39.0,19.0,65.0,1010.0,26.0,NW,1.79,0.0,0.0
49378,49379,2015,8,20,10,2,56.0,,49.0,52.0,19.0,61.0,1010.0,27.0,NE,1.79,0.0,0.0
49379,49380,2015,8,20,11,2,56.0,,49.0,49.0,19.0,58.0,1009.0,28.0,NW,1.79,0.0,0.0
49380,49381,2015,8,20,12,2,45.0,,41.0,35.0,19.0,51.0,1008.0,30.0,NW,4.92,0.0,0.0
49381,49382,2015,8,20,13,2,32.0,,36.0,33.0,17.0,43.0,1007.0,31.0,NW,8.05,0.0,0.0
49382,49383,2015,8,20,14,2,21.0,,21.0,22.0,15.0,33.0,1007.0,33.0,NW,12.07,0.0,0.0
49383,49384,2015,8,20,15,2,21.0,,15.0,16.0,13.0,29.0,1006.0,33.0,NW,16.99,0.0,0.0
49384,49385,2015,8,20,16,2,21.0,,19.0,21.0,12.0,27.0,1005.0,33.0,NW,22.8,0.0,0.0
49385,49386,2015,8,20,17,2,28.0,,21.0,25.0,11.0,24.0,1004.0,34.0,SE,4.02,0.0,0.0
49386,49387,2015,8,20,18,2,43.0,,37.0,32.0,14.0,33.0,1004.0,32.0,SE,7.15,0.0,0.0
49387,49388,2015,8,20,19,2,46.0,,39.0,45.0,19.0,51.0,1005.0,30.0,SE,12.07,0.0,0.0
49388,49389,2015,8,20,20,2,53.0,,47.0,52.0,18.0,57.0,1006.0,27.0,NW,1.79,0.0,0.0
49389,49390,2015,8,20,21,2,49.0,,42.0,40.0,19.0,65.0,1006.0,26.0,NE,1.79,0.0,0.0
49390,49391,2015,8,20,22,2,20.0,,10.0,19.0,17.0,61.0,1007.0,25.0,NE,3.58,0.0,0.0
49391,49392,2015,8,20,23,2,12.0,,12.0,14.0,16.0,68.0,1007.0,22.0,NW,3.13,0.0,0.0
49392,49393,2015,8,21,0,2,10.0,,4.0,16.0,15.0,60.0,1008.0,23.0,NW,4.92,0.0,0.0
49393,49394,2015,8,21,1,2,3.0,,,8.0,14.0,60.0,1007.0,22.0,NW,8.94,0.0,0.0
49394,49395,2015,8,21,2,2,7.0,,,5.0,15.0,72.0,1007.0,20.0,NW,10.73,0.0,0.0
49395,49396,2015,8,21,3,2,4.0,,,6.0,14.0,68.0,1007.0,20.0,NW,12.52,0.0,0.0
49396,49397,2015,8,21,4,2,9.0,,,9.0,15.0,82.0,1007.0,18.0,NW,15.65,0.0,0.0
49397,49398,2015,8,21,5,2,8.0,,,8.0,14.0,77.0,1007.0,18.0,NW,18.78,0.0,0.0
49398,49399,2015,8,21,6,2,8.0,,8.0,11.0,15.0,77.0,1007.0,19.0,NW,20.57,0.0,0.0
49399,49400,2015,8,21,7,2,13.0,,3.0,9.0,15.0,60.0,1007.0,23.0,NE,1.79,0.0,0.0
49400,49401,2015,8,21,8,2,9.0,,5.0,13.0,15.0,53.0,1007.0,25.0,NW,1.79,0.0,0.0
49401,49402,2015,8,21,9,2,11.0,,7.0,10.0,15.0,47.0,1007.0,27.0,NE,3.13,0.0,0.0
49402,49403,2015,8,21,10,2,12.0,,6.0,8.0,15.0,45.0,1007.0,28.0,NE,4.92,0.0,0.0
49403,49404,2015,8,21,11,2,13.0,,12.0,12.0,13.0,33.0,1006.0,31.0,cv,1.79,0.0,0.0
49404,49405,2015,8,21,12,2,13.0,,11.0,13.0,14.0,35.0,1005.0,31.0,cv,3.58,0.0,0.0
49405,49406,2015,8,21,13,2,11.0,,16.0,10.0,13.0,29.0,1004.0,33.0,NW,1.79,0.0,0.0
49406,49407,2015,8,21,14,2,14.0,,9.0,11.0,13.0,29.0,1004.0,33.0,cv,1.79,0.0,0.0
49407,49408,2015,8,21,15,2,16.0,,15.0,10.0,14.0,31.0,1003.0,33.0,cv,2.68,0.0,0.0
49408,49409,2015,8,21,16,2,16.0,,10.0,13.0,15.0,33.0,1003.0,33.0,cv,4.47,0.0,0.0
49409,49410,2015,8,21,17,2,17.0,,12.0,20.0,16.0,40.0,1003.0,31.0,SE,3.13,0.0,0.0
49410,49411,2015,8,21,18,2,23.0,,15.0,24.0,18.0,51.0,1003.0,29.0,SE,4.92,0.0,0.0
49411,49412,2015,8,21,19,2,28.0,,24.0,22.0,19.0,65.0,1003.0,26.0,cv,0.89,0.0,0.0
49412,49413,2015,8,21,20,2,28.0,,22.0,25.0,20.0,78.0,1004.0,24.0,cv,1.78,0.0,0.0
49413,49414,2015,8,21,21,2,27.0,,24.0,34.0,19.0,73.0,1004.0,24.0,cv,2.67,0.0,0.0
49414,49415,2015,8,21,22,2,33.0,,24.0,30.0,16.0,45.0,1004.0,29.0,NW,3.13,0.0,0.0
49415,49416,2015,8,21,23,2,37.0,,29.0,23.0,19.0,78.0,1004.0,23.0,cv,0.89,0.0,0.0
49416,49417,2015,8,22,0,2,26.0,,16.0,17.0,19.0,78.0,1004.0,23.0,NW,3.13,0.0,0.0
49417,49418,2015,8,22,1,2,16.0,,9.0,17.0,18.0,82.0,1004.0,21.0,NW,6.26,0.0,0.0
49418,49419,2015,8,22,2,2,15.0,,8.0,15.0,18.0,82.0,1004.0,21.0,NW,10.28,0.0,0.0
49419,49420,2015,8,22,3,2,8.0,,6.0,8.0,17.0,77.0,1005.0,21.0,NW,14.3,0.0,0.0
49420,49421,2015,8,22,4,2,7.0,,5.0,11.0,17.0,77.0,1004.0,21.0,NW,16.09,0.0,0.0
49421,49422,2015,8,22,5,2,9.0,,5.0,8.0,17.0,73.0,1005.0,22.0,NW,17.88,0.0,0.0
49422,49423,2015,8,22,6,2,8.0,,3.0,9.0,16.0,73.0,1005.0,21.0,NW,21.01,0.0,0.0
49423,49424,2015,8,22,7,2,9.0,,3.0,7.0,17.0,73.0,1006.0,22.0,NW,24.14,0.0,0.0
49424,49425,2015,8,22,8,2,7.0,,5.0,7.0,17.0,57.0,1006.0,26.0,NW,28.16,0.0,0.0
49425,49426,2015,8,22,9,2,8.0,,3.0,5.0,17.0,54.0,1006.0,27.0,NE,4.02,0.0,0.0
49426,49427,2015,8,22,10,2,4.0,,3.0,6.0,17.0,48.0,1006.0,29.0,NE,8.04,0.0,0.0
49427,49428,2015,8,22,11,2,4.0,,6.0,6.0,17.0,43.0,1006.0,31.0,NW,4.92,0.0,0.0
49428,49429,2015,8,22,12,2,6.0,,5.0,5.0,17.0,43.0,1006.0,31.0,NW,9.84,0.0,0.0
49429,49430,2015,8,22,13,2,9.0,,4.0,5.0,17.0,40.0,1005.0,32.0,NW,12.97,0.0,0.0
49430,49431,2015,8,22,14,2,7.0,,6.0,5.0,17.0,38.0,1004.0,33.0,NW,16.1,0.0,0.0
49431,49432,2015,8,22,15,2,7.0,,3.0,3.0,16.0,38.0,1004.0,32.0,NE,3.13,0.0,0.0
49432,49433,2015,8,22,16,2,8.0,,9.0,13.0,18.0,48.0,1004.0,30.0,SE,4.92,0.0,0.0
49433,49434,2015,8,22,17,2,6.0,,11.0,13.0,18.0,54.0,1004.0,28.0,SE,8.05,0.0,0.0
49434,49435,2015,8,22,18,2,12.0,,8.0,11.0,17.0,51.0,1004.0,28.0,NE,3.13,0.0,0.0
49435,49436,2015,8,22,19,2,25.0,,17.0,24.0,18.0,61.0,1005.0,26.0,SE,3.13,0.0,0.0
49436,49437,2015,8,22,20,2,40.0,,34.0,45.0,18.0,65.0,1006.0,25.0,SE,4.92,0.0,0.0
49437,49438,2015,8,22,21,2,57.0,,59.0,66.0,19.0,73.0,1007.0,24.0,SE,6.71,0.0,0.0
49438,49439,2015,8,22,22,2,73.0,,76.0,69.0,18.0,69.0,1007.0,24.0,cv,0.89,0.0,0.0
49439,49440,2015,8,22,23,2,81.0,,72.0,70.0,18.0,73.0,1008.0,23.0,NE,0.89,0.0,0.0
49440,49441,2015,8,23,0,2,69.0,,50.0,53.0,18.0,82.0,1008.0,21.0,NW,1.79,0.0,0.0
49441,49442,2015,8,23,1,2,49.0,,36.0,46.0,18.0,73.0,1008.0,23.0,NE,1.79,0.0,0.0
49442,49443,2015,8,23,2,2,40.0,,32.0,33.0,19.0,83.0,1008.0,22.0,NE,3.58,0.0,0.0
49443,49444,2015,8,23,3,2,31.0,,25.0,37.0,18.0,78.0,1008.0,22.0,NE,6.71,0.0,0.0
49444,49445,2015,8,23,4,2,36.0,,20.0,15.0,18.0,82.0,1008.0,21.0,NE,8.5,0.0,0.0
49445,49446,2015,8,23,5,2,18.0,,12.0,16.0,18.0,82.0,1008.0,21.0,cv,0.89,0.0,0.0
49446,49447,2015,8,23,6,2,13.0,,9.0,13.0,18.0,82.0,1008.0,21.0,NW,3.13,0.0,0.0
49447,49448,2015,8,23,7,2,14.0,,8.0,9.0,18.0,78.0,1009.0,22.0,NE,1.79,0.0,0.0
49448,49449,2015,8,23,8,2,9.0,,8.0,9.0,19.0,78.0,1009.0,23.0,NW,3.13,0.0,0.0
49449,49450,2015,8,23,9,2,12.0,,4.0,8.0,19.0,78.0,1010.0,23.0,NW,6.26,0.0,0.0
49450,49451,2015,8,23,10,2,13.0,,10.0,16.0,19.0,73.0,1010.0,24.0,NE,1.79,0.0,0.0
49451,49452,2015,8,23,11,2,19.0,,16.0,17.0,21.0,88.0,1010.0,23.0,cv,0.89,0.0,0.0
49452,49453,2015,8,23,12,2,26.0,,21.0,23.0,20.0,73.0,1009.0,25.0,NE,1.79,0.0,0.0
49453,49454,2015,8,23,13,2,28.0,,24.0,23.0,21.0,69.0,1009.0,27.0,NE,3.58,0.0,0.0
49454,49455,2015,8,23,14,2,22.0,,14.0,17.0,19.0,78.0,1010.0,23.0,NE,11.63,0.9,0.9
49455,49456,2015,8,23,15,2,10.0,,8.0,12.0,19.0,88.0,1009.0,21.0,NE,14.76,0.3,1.2
49456,49457,2015,8,23,16,2,16.0,,10.0,12.0,19.0,83.0,1010.0,22.0,NE,16.55,0.1,1.3
49457,49458,2015,8,23,17,2,13.0,,4.0,11.0,18.0,73.0,1009.0,23.0,NE,18.34,0.0,0.0
49458,49459,2015,8,23,18,2,11.0,,9.0,13.0,19.0,78.0,1009.0,23.0,cv,0.45,0.0,0.0
49459,49460,2015,8,23,19,2,16.0,,10.0,10.0,18.0,82.0,1010.0,21.0,NW,3.13,0.1,0.1
49460,49461,2015,8,23,20,2,13.0,,5.0,9.0,19.0,88.0,1010.0,21.0,NW,6.26,0.0,0.0
49461,49462,2015,8,23,21,2,17.0,,3.0,14.0,18.0,78.0,1010.0,22.0,NW,10.28,0.0,0.0
49462,49463,2015,8,23,22,2,16.0,,9.0,18.0,18.0,88.0,1011.0,20.0,cv,0.89,0.0,0.0
49463,49464,2015,8,23,23,2,21.0,,12.0,20.0,18.0,88.0,1011.0,20.0,NE,1.79,0.0,0.0
49464,49465,2015,8,24,0,2,19.0,,17.0,22.0,19.0,93.0,1011.0,20.0,cv,0.89,0.0,0.0
49465,49466,2015,8,24,1,2,18.0,,14.0,12.0,19.0,93.0,1011.0,20.0,NW,3.13,0.0,0.0
49466,49467,2015,8,24,2,2,11.0,,11.0,17.0,19.0,93.0,1011.0,20.0,NW,6.26,0.0,0.0
49467,49468,2015,8,24,3,2,9.0,,6.0,10.0,19.0,93.0,1011.0,20.0,NW,9.39,0.0,0.0
49468,49469,2015,8,24,4,2,12.0,,8.0,13.0,18.0,93.0,1011.0,19.0,NW,12.52,0.0,0.0
49469,49470,2015,8,24,5,2,13.0,,6.0,13.0,18.0,93.0,1011.0,19.0,NW,14.31,0.0,0.0
49470,49471,2015,8,24,6,2,11.0,,7.0,9.0,18.0,93.0,1012.0,19.0,NW,17.44,0.0,0.0
49471,49472,2015,8,24,7,2,11.0,,5.0,8.0,19.0,83.0,1012.0,22.0,NW,20.57,0.0,0.0
49472,49473,2015,8,24,8,2,10.0,,9.0,11.0,18.0,69.0,1012.0,24.0,NE,3.13,0.0,0.0
49473,49474,2015,8,24,9,2,9.0,,5.0,14.0,19.0,69.0,1012.0,25.0,NE,7.15,0.0,0.0
49474,49475,2015,8,24,10,2,12.0,,8.0,11.0,18.0,57.0,1012.0,27.0,NW,4.92,0.0,0.0
49475,49476,2015,8,24,11,2,11.0,,8.0,11.0,18.0,54.0,1012.0,28.0,NE,3.13,0.0,0.0
49476,49477,2015,8,24,12,2,10.0,,9.0,11.0,18.0,54.0,1011.0,28.0,NE,6.26,0.0,0.0
49477,49478,2015,8,24,13,2,10.0,,11.0,8.0,18.0,54.0,1011.0,28.0,SE,1.79,0.0,0.0
49478,49479,2015,8,24,14,2,9.0,,10.0,7.0,18.0,51.0,1010.0,29.0,NE,3.13,0.0,0.0
49479,49480,2015,8,24,15,2,11.0,,9.0,13.0,18.0,61.0,1010.0,26.0,SE,4.92,0.0,0.0
49480,49481,2015,8,24,16,2,19.0,,10.0,8.0,19.0,69.0,1009.0,25.0,SE,6.71,0.0,0.0
49481,49482,2015,8,24,17,2,10.0,,7.0,16.0,17.0,54.0,1009.0,27.0,cv,0.89,0.0,0.0
49482,49483,2015,8,24,18,2,18.0,,5.0,13.0,20.0,69.0,1009.0,26.0,NE,0.89,0.0,0.0
49483,49484,2015,8,24,19,2,15.0,,10.0,18.0,20.0,78.0,1010.0,24.0,SE,0.89,0.0,0.0
49484,49485,2015,8,24,20,2,18.0,,14.0,27.0,21.0,88.0,1010.0,23.0,SE,1.78,0.0,0.0
49485,49486,2015,8,24,21,2,18.0,,16.0,29.0,20.0,88.0,1011.0,22.0,NE,0.89,0.0,0.0
49486,49487,2015,8,24,22,2,25.0,,27.0,37.0,20.0,88.0,1011.0,22.0,SE,1.79,0.0,0.0
49487,49488,2015,8,24,23,2,33.0,,28.0,28.0,20.0,88.0,1011.0,22.0,cv,0.89,0.0,0.0
49488,49489,2015,8,25,0,2,28.0,,28.0,27.0,20.0,94.0,1011.0,21.0,cv,1.78,0.0,0.0
49489,49490,2015,8,25,1,2,22.0,,22.0,24.0,19.0,88.0,1011.0,21.0,NE,1.79,0.0,0.0
49490,49491,2015,8,25,2,2,20.0,,23.0,21.0,20.0,94.0,1011.0,21.0,cv,0.89,0.0,0.0
49491,49492,2015,8,25,3,2,20.0,,15.0,22.0,19.0,93.0,1010.0,20.0,NW,1.79,0.0,0.0
49492,49493,2015,8,25,4,2,14.0,,8.0,14.0,19.0,93.0,1010.0,20.0,NW,5.81,0.0,0.0
49493,49494,2015,8,25,5,2,12.0,,8.0,16.0,18.0,88.0,1011.0,20.0,NW,7.6,0.0,0.0
49494,49495,2015,8,25,6,2,16.0,,11.0,12.0,18.0,82.0,1011.0,21.0,NE,1.79,0.0,0.0
49495,49496,2015,8,25,7,2,15.0,,10.0,15.0,18.0,73.0,1011.0,23.0,NE,3.58,0.0,0.0
49496,49497,2015,8,25,8,2,17.0,,13.0,20.0,19.0,73.0,1011.0,24.0,cv,0.89,0.0,0.0
49497,49498,2015,8,25,9,2,17.0,,14.0,17.0,19.0,69.0,1012.0,25.0,cv,1.78,0.0,0.0
49498,49499,2015,8,25,10,2,12.0,,8.0,14.0,18.0,61.0,1012.0,26.0,NE,4.02,0.0,0.0
49499,49500,2015,8,25,11,2,15.0,,10.0,10.0,18.0,51.0,1011.0,29.0,NE,8.04,0.0,0.0
49500,49501,2015,8,25,12,2,13.0,,9.0,7.0,17.0,45.0,1010.0,30.0,NE,11.17,0.0,0.0
49501,49502,2015,8,25,13,2,9.0,,7.0,9.0,18.0,45.0,1009.0,31.0,NW,3.13,0.0,0.0
49502,49503,2015,8,25,14,2,9.0,,7.0,12.0,18.0,45.0,1009.0,31.0,cv,0.89,0.0,0.0
49503,49504,2015,8,25,15,2,9.0,,6.0,10.0,15.0,37.0,1008.0,31.0,NE,4.92,0.0,0.0
49504,49505,2015,8,25,16,2,9.0,,3.0,8.0,16.0,40.0,1008.0,31.0,NE,8.94,0.0,0.0
49505,49506,2015,8,25,17,2,10.0,,10.0,10.0,17.0,48.0,1008.0,29.0,SE,3.13,0.0,0.0
49506,49507,2015,8,25,18,2,12.0,,10.0,18.0,18.0,54.0,1008.0,28.0,SE,6.26,0.0,0.0
49507,49508,2015,8,25,19,2,17.0,,17.0,23.0,19.0,69.0,1009.0,25.0,SE,8.05,0.0,0.0
49508,49509,2015,8,25,20,2,21.0,,18.0,22.0,20.0,78.0,1010.0,24.0,NE,1.79,0.0,0.0
49509,49510,2015,8,25,21,2,18.0,,10.0,12.0,20.0,83.0,1010.0,23.0,SE,0.89,0.0,0.0
49510,49511,2015,8,25,22,2,16.0,,11.0,12.0,20.0,83.0,1010.0,23.0,cv,0.45,0.0,0.0
49511,49512,2015,8,25,23,2,17.0,,10.0,16.0,19.0,78.0,1010.0,23.0,NW,1.79,0.0,0.0
49512,49513,2015,8,26,0,2,13.0,,5.0,7.0,19.0,78.0,1010.0,23.0,cv,0.89,0.0,0.0
49513,49514,2015,8,26,1,2,16.0,,10.0,10.0,19.0,83.0,1010.0,22.0,NW,3.13,0.0,0.0
49514,49515,2015,8,26,2,2,13.0,,8.0,12.0,19.0,78.0,1009.0,23.0,NW,4.92,0.0,0.0
49515,49516,2015,8,26,3,2,12.0,,8.0,10.0,18.0,78.0,1009.0,22.0,NW,8.94,0.0,0.0
49516,49517,2015,8,26,4,2,15.0,,8.0,13.0,18.0,82.0,1010.0,21.0,NW,12.07,0.0,0.0
49517,49518,2015,8,26,5,2,14.0,,7.0,17.0,18.0,88.0,1010.0,20.0,NW,13.86,0.0,0.0
49518,49519,2015,8,26,6,2,11.0,,7.0,10.0,18.0,88.0,1010.0,20.0,NW,15.65,0.0,0.0
49519,49520,2015,8,26,7,2,9.0,,7.0,12.0,19.0,83.0,1010.0,22.0,NW,18.78,0.0,0.0
49520,49521,2015,8,26,8,2,12.0,,8.0,11.0,18.0,65.0,1011.0,25.0,NW,20.57,0.0,0.0
49521,49522,2015,8,26,9,2,11.0,,4.0,10.0,18.0,61.0,1011.0,26.0,NE,3.13,0.0,0.0
49522,49523,2015,8,26,10,2,14.0,11.0,9.0,8.0,18.0,57.0,1011.0,27.0,NE,6.26,0.0,0.0
49523,49524,2015,8,26,11,2,11.0,,6.0,9.0,18.0,48.0,1010.0,30.0,NE,8.05,0.0,0.0
49524,49525,2015,8,26,12,2,11.0,,8.0,8.0,17.0,43.0,1009.0,31.0,cv,1.79,0.0,0.0
49525,49526,2015,8,26,13,2,12.0,,7.0,7.0,17.0,40.0,1009.0,32.0,NW,4.02,0.0,0.0
49526,49527,2015,8,26,14,2,7.0,,4.0,6.0,16.0,38.0,1008.0,32.0,cv,1.79,0.0,0.0
49527,49528,2015,8,26,15,2,3.0,,5.0,3.0,16.0,38.0,1007.0,32.0,NE,3.13,0.0,0.0
49528,49529,2015,8,26,16,2,5.0,,3.0,3.0,17.0,40.0,1007.0,32.0,cv,0.89,0.0,0.0
49529,49530,2015,8,26,17,2,5.0,,3.0,6.0,17.0,43.0,1007.0,31.0,SE,3.13,0.0,0.0
49530,49531,2015,8,26,18,2,6.0,,6.0,14.0,19.0,54.0,1007.0,29.0,SE,4.92,0.0,0.0
49531,49532,2015,8,26,19,2,20.0,,11.0,14.0,19.0,65.0,1008.0,26.0,NW,4.02,0.0,0.0
49532,49533,2015,8,26,20,2,17.0,,10.0,23.0,18.0,69.0,1009.0,24.0,NW,5.81,0.0,0.0
49533,49534,2015,8,26,21,2,19.0,,19.0,13.0,18.0,78.0,1009.0,22.0,cv,0.89,0.0,0.0
49534,49535,2015,8,26,22,2,12.0,,14.0,16.0,18.0,78.0,1009.0,22.0,NE,1.79,0.0,0.0
49535,49536,2015,8,26,23,2,17.0,,14.0,17.0,19.0,88.0,1009.0,21.0,cv,0.89,0.0,0.0
49536,49537,2015,8,27,0,2,11.0,,13.0,16.0,19.0,83.0,1010.0,22.0,NE,0.89,0.0,0.0
49537,49538,2015,8,27,1,2,10.0,,9.0,15.0,19.0,88.0,1009.0,21.0,NW,1.79,0.0,0.0
49538,49539,2015,8,27,2,2,10.0,,10.0,12.0,18.0,82.0,1009.0,21.0,NW,3.58,0.0,0.0
49539,49540,2015,8,27,3,2,11.0,,11.0,15.0,18.0,82.0,1010.0,21.0,NW,6.71,0.0,0.0
49540,49541,2015,8,27,4,2,12.0,,5.0,5.0,17.0,77.0,1010.0,21.0,NW,9.84,0.0,0.0
49541,49542,2015,8,27,5,2,11.0,,3.0,11.0,16.0,68.0,1010.0,22.0,NE,3.13,0.0,0.0
49542,49543,2015,8,27,6,2,9.0,,3.0,11.0,16.0,68.0,1010.0,22.0,NW,3.13,0.0,0.0
49543,49544,2015,8,27,7,2,8.0,,3.0,9.0,18.0,73.0,1011.0,23.0,NW,4.92,0.0,0.0
49544,49545,2015,8,27,8,2,8.0,,5.0,7.0,18.0,65.0,1011.0,25.0,NW,6.71,0.0,0.0
49545,49546,2015,8,27,9,2,11.0,,6.0,9.0,17.0,57.0,1011.0,26.0,NW,10.73,0.0,0.0
