,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
24836,24837,2012,10,31,20,3,,,,78.0,-1.0,65.0,1019.0,5.0,cv,3.56,0.0,0.0
24837,24838,2012,10,31,21,3,,,,76.0,-1.0,69.0,1019.0,4.0,cv,4.45,0.0,0.0
24838,24839,2012,10,31,22,3,,,,91.0,0.0,75.0,1019.0,4.0,SE,0.89,0.0,0.0
24839,24840,2012,10,31,23,3,,,,124.0,-2.0,80.0,1019.0,1.0,NE,1.79,0.0,0.0
24840,24841,2012,11,1,0,3,,,,135.0,0.0,86.0,1019.0,2.0,NE,2.68,0.0,0.0
24841,24842,2012,11,1,1,3,,,,121.0,-1.0,86.0,1020.0,1.0,cv,0.45,0.0,0.0
24842,24843,2012,11,1,2,3,,,,102.0,-1.0,86.0,1020.0,1.0,cv,1.34,0.0,0.0
24843,24844,2012,11,1,3,3,,,,78.0,-1.0,86.0,1020.0,1.0,NW,1.79,0.0,0.0
24844,24845,2012,11,1,4,3,,,,70.0,-3.0,86.0,1019.0,-1.0,NW,4.92,0.0,0.0
24845,24846,2012,11,1,5,3,,,,49.0,-1.0,92.0,1019.0,0.0,cv,0.89,0.0,0.0
24846,24847,2012,11,1,6,3,,,,26.0,-1.0,92.0,1020.0,0.0,NW,1.79,0.0,0.0
24847,24848,2012,11,1,7,3,,,,45.0,-1.0,86.0,1020.0,1.0,cv,0.89,0.0,0.0
24848,24849,2012,11,1,8,3,,,,57.0,0.0,80.0,1021.0,3.0,NW,1.79,0.0,0.0
24849,24850,2012,11,1,9,3,,,,99.0,0.0,56.0,1021.0,8.0,NW,4.92,0.0,0.0
24850,24851,2012,11,1,10,3,,,,85.0,-5.0,30.0,1020.0,12.0,NW,6.71,0.0,0.0
24851,24852,2012,11,1,11,3,,,,77.0,-5.0,28.0,1020.0,13.0,cv,1.79,0.0,0.0
24852,24853,2012,11,1,12,3,,,,93.0,-5.0,26.0,1019.0,14.0,cv,3.58,0.0,0.0
24853,24854,2012,11,1,13,3,,,,81.0,-5.0,24.0,1018.0,15.0,cv,5.37,0.0,0.0
24854,24855,2012,11,1,14,3,,,,64.0,-5.0,23.0,1018.0,16.0,SE,3.13,0.0,0.0
24855,24856,2012,11,1,15,3,,,,77.0,-5.0,23.0,1017.0,16.0,SE,6.26,0.0,0.0
24856,24857,2012,11,1,16,3,,,,82.0,-6.0,22.0,1017.0,15.0,SE,10.28,0.0,0.0
24857,24858,2012,11,1,17,3,,,,90.0,-3.0,32.0,1017.0,13.0,SE,12.07,0.0,0.0
24858,24859,2012,11,1,18,3,,,,115.0,1.0,57.0,1018.0,9.0,cv,0.89,0.0,0.0
24859,24860,2012,11,1,19,3,,,,130.0,2.0,70.0,1019.0,7.0,SE,0.89,0.0,0.0
24860,24861,2012,11,1,20,3,,,,134.0,1.0,75.0,1019.0,5.0,SE,2.68,0.0,0.0
24861,24862,2012,11,1,21,3,,,,173.0,0.0,53.0,1019.0,9.0,SE,5.81,0.0,0.0
24862,24863,2012,11,1,22,3,,,,172.0,1.0,57.0,1020.0,9.0,SE,10.73,0.0,0.0
24863,24864,2012,11,1,23,3,,,,157.0,4.0,75.0,1020.0,8.0,SE,13.86,0.0,0.0
24864,24865,2012,11,2,0,3,,,,141.0,2.0,80.0,1020.0,5.0,cv,0.89,0.0,0.0
24865,24866,2012,11,2,1,3,,,,124.0,2.0,93.0,1020.0,3.0,NW,3.13,0.0,0.0
24866,24867,2012,11,2,2,3,,,,124.0,2.0,93.0,1020.0,3.0,NW,6.26,0.0,0.0
24867,24868,2012,11,2,3,3,,,,126.0,3.0,93.0,1020.0,4.0,cv,0.89,0.0,0.0
24868,24869,2012,11,2,4,3,,,,136.0,2.0,93.0,1020.0,3.0,NW,1.79,0.0,0.0
24869,24870,2012,11,2,5,3,,,,139.0,2.0,86.0,1020.0,4.0,NW,3.58,0.0,0.0
24870,24871,2012,11,2,6,3,,,,144.0,2.0,86.0,1020.0,4.0,NW,4.47,0.0,0.0
24871,24872,2012,11,2,7,3,,,,148.0,2.0,86.0,1021.0,4.0,NW,6.26,0.0,0.0
24872,24873,2012,11,2,8,3,,,,141.0,3.0,86.0,1021.0,5.0,NW,9.39,0.0,0.0
24873,24874,2012,11,2,9,3,,,,123.0,4.0,75.0,1021.0,8.0,NW,11.18,0.0,0.0
24874,24875,2012,11,2,10,3,,,,134.0,3.0,61.0,1021.0,10.0,NW,14.31,0.0,0.0
24875,24876,2012,11,2,11,3,,,,147.0,5.0,66.0,1020.0,11.0,SE,1.79,0.0,0.0
24876,24877,2012,11,2,12,3,,,,170.0,5.0,58.0,1020.0,13.0,cv,0.89,0.0,0.0
24877,24878,2012,11,2,13,3,,,,175.0,5.0,58.0,1019.0,13.0,SE,3.13,0.0,0.0
24878,24879,2012,11,2,14,3,,,,181.0,5.0,54.0,1018.0,14.0,SE,4.92,0.0,0.0
24879,24880,2012,11,2,15,3,,,,164.0,5.0,54.0,1018.0,14.0,SE,6.71,0.0,0.0
24880,24881,2012,11,2,16,3,,,,176.0,5.0,54.0,1018.0,14.0,cv,0.89,0.0,0.0
24881,24882,2012,11,2,17,3,,,,190.0,7.0,76.0,1019.0,11.0,cv,1.34,0.0,0.0
24882,24883,2012,11,2,18,3,,,,204.0,6.0,87.0,1019.0,8.0,NE,0.89,0.0,0.0
24883,24884,2012,11,2,19,3,,,,196.0,7.0,87.0,1020.0,9.0,cv,0.89,0.0,0.0
24884,24885,2012,11,2,20,3,,,,214.0,6.0,87.0,1020.0,8.0,NW,1.79,0.0,0.0
24885,24886,2012,11,2,21,3,,,,208.0,6.0,93.0,1021.0,7.0,cv,0.89,0.0,0.0
24886,24887,2012,11,2,22,3,,,,209.0,6.0,93.0,1021.0,7.0,SE,0.89,0.0,0.0
24887,24888,2012,11,2,23,3,,,,228.0,6.0,87.0,1021.0,8.0,cv,0.45,0.0,0.0
24888,24889,2012,11,3,0,3,,,,212.0,7.0,93.0,1021.0,8.0,cv,1.34,0.0,0.0
24889,24890,2012,11,3,1,3,,,,206.0,7.0,93.0,1021.0,8.0,cv,1.79,0.0,0.0
24890,24891,2012,11,3,2,3,,,,199.0,6.0,93.0,1020.0,7.0,SE,0.89,0.0,0.0
24891,24892,2012,11,3,3,3,,,,210.0,5.0,93.0,1020.0,6.0,SE,1.78,0.0,0.0
24892,24893,2012,11,3,4,3,,,,194.0,6.0,93.0,1020.0,7.0,cv,0.89,0.0,0.0
24893,24894,2012,11,3,5,3,,,,196.0,7.0,100.0,1020.0,7.0,NE,0.89,0.0,0.0
24894,24895,2012,11,3,6,3,,,,194.0,7.0,93.0,1019.0,8.0,cv,0.45,0.0,0.0
24895,24896,2012,11,3,7,3,,,,194.0,7.0,93.0,1020.0,8.0,SE,0.89,0.0,0.0
24896,24897,2012,11,3,8,3,,,,192.0,8.0,93.0,1020.0,9.0,cv,0.89,0.0,0.0
24897,24898,2012,11,3,9,3,,,,199.0,8.0,81.0,1020.0,11.0,SE,4.02,0.0,0.0
24898,24899,2012,11,3,10,3,,,,205.0,8.0,81.0,1020.0,11.0,SE,8.04,0.0,0.0
24899,24900,2012,11,3,11,3,,,,208.0,8.0,76.0,1019.0,12.0,SE,12.06,0.8,0.8
24900,24901,2012,11,3,12,3,,,,207.0,8.0,81.0,1018.0,11.0,SE,13.85,1.7,2.5
24901,24902,2012,11,3,13,3,,,,190.0,9.0,93.0,1017.0,10.0,cv,0.89,1.2,3.7
24902,24903,2012,11,3,14,3,,,,162.0,9.0,93.0,1016.0,10.0,cv,1.34,0.3,4.0
24903,24904,2012,11,3,15,3,,,,156.0,9.0,93.0,1015.0,10.0,NW,3.13,3.2,7.2
24904,24905,2012,11,3,16,3,,,,154.0,9.0,93.0,1015.0,10.0,NW,8.05,2.0,9.2
24905,24906,2012,11,3,17,3,,,,14.0,9.0,100.0,1014.0,9.0,NW,12.97,4.5,13.7
24906,24907,2012,11,3,18,3,,,,12.0,5.0,87.0,1014.0,7.0,NW,21.02,3.4,17.1
24907,24908,2012,11,3,19,3,,,,9.0,4.0,93.0,1013.0,5.0,NW,30.85,3.2,20.3
24908,24909,2012,11,3,20,3,,,,10.0,3.0,86.0,1013.0,5.0,NW,42.92,3.3,23.6
24909,24910,2012,11,3,21,3,,,,7.0,3.0,93.0,1013.0,4.0,NW,51.86,2.5,26.1
24910,24911,2012,11,3,22,3,,,,12.0,2.0,93.0,1012.0,3.0,NW,63.04,2.5,28.6
24911,24912,2012,11,3,23,3,,,,14.0,2.0,93.0,1012.0,3.0,NW,72.87,1.8,30.4
24912,24913,2012,11,4,0,3,,,,11.0,2.0,93.0,1011.0,3.0,NW,80.92,1.8,32.2
24913,24914,2012,11,4,1,3,,,,10.0,2.0,100.0,1011.0,2.0,NW,88.97,1.8,34.0
24914,24915,2012,11,4,2,3,,,,7.0,1.0,93.0,1009.0,2.0,NW,101.93,1.5,35.5
24915,24916,2012,11,4,3,3,,,,6.0,1.0,93.0,1009.0,2.0,NW,113.11,5.3,40.8
24916,24917,2012,11,4,4,3,,,,8.0,2.0,100.0,1008.0,2.0,NW,124.29,6.9,47.7
24917,24918,2012,11,4,5,3,,,,8.0,2.0,93.0,1008.0,3.0,NW,128.31,5.7,53.4
24918,24919,2012,11,4,6,3,,,,11.0,2.0,93.0,1008.0,3.0,NW,134.12,8.8,62.2
24919,24920,2012,11,4,7,3,,,,14.0,2.0,93.0,1008.0,3.0,NW,138.14,3.3,65.5
24920,24921,2012,11,4,8,3,,,,15.0,2.0,93.0,1010.0,3.0,NW,139.93,3.1,68.6
24921,24922,2012,11,4,9,3,,,,27.0,2.0,93.0,1010.0,3.0,NW,143.06,2.7,71.3
24922,24923,2012,11,4,10,3,,,,22.0,2.0,93.0,1010.0,3.0,NW,147.08,1.6,72.9
24923,24924,2012,11,4,11,3,,,,27.0,3.0,93.0,1011.0,4.0,NW,150.21,1.2,74.1
24924,24925,2012,11,4,12,3,,,,29.0,2.0,86.0,1011.0,4.0,NW,158.26,0.9,75.0
24925,24926,2012,11,4,13,3,,,,27.0,2.0,86.0,1011.0,4.0,NW,167.2,0.2,75.2
24926,24927,2012,11,4,14,3,,,,26.0,1.0,80.0,1011.0,4.0,NW,178.38,0.3,75.5
24927,24928,2012,11,4,15,3,,,,23.0,1.0,80.0,1012.0,4.0,NW,189.56,0.1,75.6
24928,24929,2012,11,4,16,3,,,,25.0,0.0,80.0,1013.0,4.0,NW,200.74,0.2,75.8
24929,24930,2012,11,4,17,3,,,,25.0,0.0,80.0,1013.0,4.0,NW,208.79,0.0,0.0
24930,24931,2012,11,4,18,3,,,,30.0,0.0,75.0,1014.0,4.0,NW,217.73,0.0,0.0
24931,24932,2012,11,4,19,3,,,,27.0,0.0,70.0,1015.0,5.0,NW,226.67,0.0,0.0
24932,24933,2012,11,4,20,3,,,,29.0,0.0,70.0,1016.0,5.0,NW,235.61,0.0,0.0
24933,24934,2012,11,4,21,3,,,,22.0,-1.0,65.0,1017.0,5.0,NW,244.55,0.0,0.0
24934,24935,2012,11,4,22,3,,,,22.0,-1.0,69.0,1017.0,4.0,NW,253.49,0.0,0.0
24935,24936,2012,11,4,23,3,,,,25.0,-2.0,64.0,1017.0,4.0,NW,261.54,0.0,0.0
24936,24937,2012,11,5,0,3,,,,21.0,-2.0,64.0,1017.0,4.0,NW,271.37,0.0,0.0
24937,24938,2012,11,5,1,3,,,,17.0,-3.0,56.0,1018.0,5.0,NW,280.31,0.0,0.0
24938,24939,2012,11,5,2,3,,,,17.0,-3.0,56.0,1018.0,5.0,NW,289.25,0.0,0.0
24939,24940,2012,11,5,3,3,,,,15.0,-4.0,52.0,1018.0,5.0,NW,299.08,0.0,0.0
24940,24941,2012,11,5,4,3,,,,14.0,-4.0,55.0,1017.0,4.0,NW,308.91,0.0,0.0
24941,24942,2012,11,5,5,3,,,,19.0,-4.0,55.0,1018.0,4.0,NW,316.96,0.0,0.0
24942,24943,2012,11,5,6,3,,,,16.0,-4.0,52.0,1018.0,5.0,NW,325.9,0.0,0.0
24943,24944,2012,11,5,7,3,,,,19.0,-4.0,52.0,1019.0,5.0,NW,330.82,0.0,0.0
24944,24945,2012,11,5,8,3,,,,22.0,-4.0,48.0,1019.0,6.0,NW,337.97,0.0,0.0
24945,24946,2012,11,5,9,3,,,,26.0,-4.0,45.0,1020.0,7.0,NW,346.02,0.0,0.0
24946,24947,2012,11,5,10,3,,,,24.0,-3.0,42.0,1020.0,9.0,NW,355.85,0.0,0.0
24947,24948,2012,11,5,11,3,,,,28.0,-3.0,39.0,1020.0,10.0,NW,361.66,0.0,0.0
24948,24949,2012,11,5,12,3,,,,34.0,-4.0,39.0,1020.0,9.0,NW,368.81,0.0,0.0
24949,24950,2012,11,5,13,3,,,,27.0,-4.0,37.0,1020.0,10.0,NW,377.75,0.0,0.0
24950,24951,2012,11,5,14,3,,,,33.0,-3.0,39.0,1020.0,10.0,NW,387.58,0.0,0.0
24951,24952,2012,11,5,15,3,,,,36.0,-3.0,37.0,1020.0,11.0,NW,396.52,0.0,0.0
24952,24953,2012,11,5,16,3,,,,34.0,-3.0,39.0,1020.0,10.0,NW,404.57,0.0,0.0
24953,24954,2012,11,5,17,3,,,,36.0,-3.0,42.0,1021.0,9.0,NW,411.72,0.0,0.0
24954,24955,2012,11,5,18,3,,,,36.0,-3.0,45.0,1021.0,8.0,NW,418.87,0.0,0.0
24955,24956,2012,11,5,19,3,,,,38.0,-3.0,45.0,1022.0,8.0,NW,424.68,0.0,0.0
24956,24957,2012,11,5,20,3,,,,40.0,-3.0,48.0,1022.0,7.0,NW,431.83,0.0,0.0
24957,24958,2012,11,5,21,3,,,,32.0,-3.0,48.0,1023.0,7.0,NW,436.75,0.0,0.0
24958,24959,2012,11,5,22,3,,,,38.0,-3.0,52.0,1023.0,6.0,NW,440.77,0.0,0.0
24959,24960,2012,11,5,23,3,,,,39.0,-2.0,56.0,1023.0,6.0,NW,446.58,0.0,0.0
24960,24961,2012,11,6,0,3,,,,42.0,-3.0,56.0,1023.0,5.0,NW,450.6,0.0,0.0
24961,24962,2012,11,6,1,3,,,,48.0,-2.0,74.0,1023.0,2.0,NW,454.62,0.0,0.0
24962,24963,2012,11,6,2,3,,,,54.0,-2.0,74.0,1023.0,2.0,NE,1.79,0.0,0.0
24963,24964,2012,11,6,3,3,,,,51.0,-3.0,69.0,1023.0,2.0,NW,3.13,0.0,0.0
24964,24965,2012,11,6,4,3,,,,50.0,-3.0,64.0,1022.0,3.0,cv,0.89,0.0,0.0
24965,24966,2012,11,6,5,3,,,,49.0,-3.0,64.0,1022.0,3.0,NW,3.13,0.0,0.0
24966,24967,2012,11,6,6,3,,,,54.0,-3.0,64.0,1022.0,3.0,cv,0.89,0.0,0.0
24967,24968,2012,11,6,7,3,,,,68.0,-1.0,86.0,1023.0,1.0,cv,1.78,0.0,0.0
24968,24969,2012,11,6,8,3,,,,66.0,1.0,86.0,1023.0,3.0,NW,1.79,0.0,0.0
24969,24970,2012,11,6,9,3,,,,65.0,-1.0,60.0,1023.0,6.0,NW,4.92,0.0,0.0
24970,24971,2012,11,6,10,3,,,,71.0,-2.0,49.0,1023.0,8.0,NW,6.71,0.0,0.0
24971,24972,2012,11,6,11,3,,,,80.0,-2.0,42.0,1022.0,10.0,cv,0.89,0.0,0.0
24972,24973,2012,11,6,12,3,,,,77.0,-2.0,42.0,1022.0,10.0,NW,1.79,0.0,0.0
24973,24974,2012,11,6,13,3,,,,89.0,-2.0,37.0,1021.0,12.0,cv,1.79,0.0,0.0
24974,24975,2012,11,6,14,3,,,,106.0,-3.0,34.0,1020.0,12.0,SE,1.79,0.0,0.0
24975,24976,2012,11,6,15,3,,,,106.0,-3.0,34.0,1020.0,12.0,SE,4.92,0.0,0.0
24976,24977,2012,11,6,16,3,,,,114.0,-2.0,37.0,1020.0,12.0,SE,8.05,0.0,0.0
24977,24978,2012,11,6,17,3,,,,109.0,0.0,53.0,1020.0,9.0,cv,0.89,0.0,0.0
24978,24979,2012,11,6,18,3,,,,102.0,0.0,53.0,1020.0,9.0,SE,1.79,0.0,0.0
24979,24980,2012,11,6,19,3,,,,116.0,2.0,80.0,1020.0,5.0,SE,3.58,0.0,0.0
24980,24981,2012,11,6,20,3,,,,138.0,2.0,80.0,1020.0,5.0,cv,0.89,0.0,0.0
24981,24982,2012,11,6,21,3,,,,135.0,1.0,65.0,1020.0,7.0,NW,3.13,0.0,0.0
24982,24983,2012,11,6,22,3,,,,114.0,2.0,86.0,1020.0,4.0,NW,4.92,0.0,0.0
24983,24984,2012,11,6,23,3,,,,99.0,0.0,80.0,1020.0,3.0,NW,6.71,0.0,0.0
24984,24985,2012,11,7,0,3,,,,114.0,1.0,93.0,1020.0,2.0,cv,0.89,0.0,0.0
24985,24986,2012,11,7,1,3,,,,132.0,1.0,100.0,1020.0,1.0,cv,1.34,0.0,0.0
24986,24987,2012,11,7,2,3,,,,106.0,1.0,100.0,1020.0,1.0,cv,2.23,0.0,0.0
24987,24988,2012,11,7,3,3,,,,82.0,0.0,93.0,1020.0,1.0,NW,0.89,0.0,0.0
24988,24989,2012,11,7,4,3,,,,88.0,0.0,93.0,1019.0,1.0,cv,0.89,0.0,0.0
24989,24990,2012,11,7,5,3,,,,93.0,-1.0,92.0,1019.0,0.0,NW,1.79,0.0,0.0
24990,24991,2012,11,7,6,3,,,,91.0,-1.0,92.0,1019.0,0.0,NW,3.58,0.0,0.0
24991,24992,2012,11,7,7,3,,,,95.0,-1.0,92.0,1020.0,0.0,NW,5.37,0.0,0.0
24992,24993,2012,11,7,8,3,,,,87.0,1.0,93.0,1020.0,2.0,NW,8.5,0.0,0.0
24993,24994,2012,11,7,9,3,,,,85.0,1.0,65.0,1020.0,7.0,NW,11.63,0.0,0.0
24994,24995,2012,11,7,10,3,,,,65.0,-4.0,32.0,1019.0,12.0,NW,19.68,0.0,0.0
24995,24996,2012,11,7,11,3,,,,48.0,-5.0,28.0,1019.0,13.0,NW,24.6,0.0,0.0
24996,24997,2012,11,7,12,3,,,,49.0,-6.0,24.0,1018.0,14.0,NW,31.75,0.0,0.0
24997,24998,2012,11,7,13,3,,,,31.0,-7.0,22.0,1018.0,14.0,NW,37.56,0.0,0.0
24998,24999,2012,11,7,14,3,,,,32.0,-8.0,19.0,1018.0,15.0,NW,45.61,0.0,0.0
24999,25000,2012,11,7,15,3,,,,40.0,-8.0,20.0,1018.0,14.0,NW,52.76,0.0,0.0
25000,25001,2012,11,7,16,3,,,,32.0,-8.0,22.0,1018.0,13.0,NW,58.57,0.0,0.0
25001,25002,2012,11,7,17,3,,,,31.0,-7.0,25.0,1018.0,12.0,NW,63.49,0.0,0.0
25002,25003,2012,11,7,18,3,,,,39.0,-7.0,25.0,1018.0,12.0,NW,69.3,0.0,0.0
25003,25004,2012,11,7,19,3,,,,43.0,-6.0,29.0,1019.0,11.0,NW,74.22,0.0,0.0
25004,25005,2012,11,7,20,3,,,,50.0,-6.0,29.0,1019.0,11.0,NW,77.35,0.0,0.0
25005,25006,2012,11,7,21,3,,,,43.0,-7.0,27.0,1019.0,11.0,NW,82.27,0.0,0.0
25006,25007,2012,11,7,22,3,,,,44.0,-7.0,29.0,1019.0,10.0,NW,86.29,0.0,0.0
25007,25008,2012,11,7,23,3,,,,40.0,-7.0,31.0,1020.0,9.0,NW,89.42,0.0,0.0
25008,25009,2012,11,8,0,3,,,,35.0,-6.0,39.0,1020.0,7.0,NW,91.21,0.0,0.0
25009,25010,2012,11,8,1,3,,,,32.0,-5.0,42.0,1019.0,7.0,NW,95.23,0.0,0.0
25010,25011,2012,11,8,2,3,,,,27.0,-4.0,55.0,1019.0,4.0,NW,97.02,0.0,0.0
25011,25012,2012,11,8,3,3,,,,24.0,-3.0,69.0,1019.0,2.0,NW,100.15,0.0,0.0
25012,25013,2012,11,8,4,3,,,,40.0,-2.0,74.0,1019.0,2.0,NW,101.94,0.0,0.0
25013,25014,2012,11,8,5,3,,,,42.0,-3.0,74.0,1019.0,1.0,NW,103.73,0.0,0.0
25014,25015,2012,11,8,6,3,,,,38.0,-2.0,74.0,1020.0,2.0,NW,105.52,0.0,0.0
25015,25016,2012,11,8,7,3,,,,28.0,-3.0,80.0,1020.0,0.0,NW,108.65,0.0,0.0
25016,25017,2012,11,8,8,3,,,,27.0,-1.0,69.0,1021.0,4.0,NW,110.44,0.0,0.0
25017,25018,2012,11,8,9,3,,,,38.0,-2.0,49.0,1022.0,8.0,NW,113.57,0.0,0.0
25018,25019,2012,11,8,10,3,,,,51.0,-4.0,37.0,1021.0,10.0,NW,115.36,0.0,0.0
25019,25020,2012,11,8,11,3,,,,42.0,-5.0,32.0,1021.0,11.0,cv,0.89,0.0,0.0
25020,25021,2012,11,8,12,3,,,,29.0,-5.0,30.0,1020.0,12.0,cv,1.78,0.0,0.0
25021,25022,2012,11,8,13,3,,,,50.0,-6.0,26.0,1019.0,13.0,cv,3.57,0.0,0.0
25022,25023,2012,11,8,14,3,,,,60.0,-5.0,26.0,1019.0,14.0,cv,5.36,0.0,0.0
25023,25024,2012,11,8,15,3,,,,60.0,-5.0,26.0,1019.0,14.0,SE,1.79,0.0,0.0
25024,25025,2012,11,8,16,3,,,,61.0,-4.0,32.0,1019.0,12.0,SE,4.92,0.0,0.0
25025,25026,2012,11,8,17,3,,,,69.0,-2.0,42.0,1019.0,10.0,cv,0.89,0.0,0.0
25026,25027,2012,11,8,18,3,,,,79.0,1.0,70.0,1019.0,6.0,cv,1.34,0.0,0.0
25027,25028,2012,11,8,19,3,,,,94.0,2.0,80.0,1020.0,5.0,cv,2.23,0.0,0.0
25028,25029,2012,11,8,20,3,,,,102.0,1.0,80.0,1020.0,4.0,cv,2.68,0.0,0.0
25029,25030,2012,11,8,21,3,,,,106.0,1.0,86.0,1021.0,3.0,NE,0.89,0.0,0.0
25030,25031,2012,11,8,22,3,,,,102.0,1.0,93.0,1022.0,2.0,cv,0.89,0.0,0.0
25031,25032,2012,11,8,23,3,,,,119.0,1.0,93.0,1022.0,2.0,SE,0.89,0.0,0.0
25032,25033,2012,11,9,0,3,,,,114.0,1.0,93.0,1022.0,2.0,SE,2.68,0.0,0.0
25033,25034,2012,11,9,1,3,,,,135.0,1.0,80.0,1023.0,4.0,SE,4.47,0.0,0.0
25034,25035,2012,11,9,2,3,,,,116.0,1.0,80.0,1023.0,4.0,cv,0.89,0.0,0.0
25035,25036,2012,11,9,3,3,,,,107.0,1.0,75.0,1023.0,5.0,cv,1.34,0.0,0.0
25036,25037,2012,11,9,4,3,,,,96.0,3.0,93.0,1023.0,4.0,NE,0.89,0.0,0.0
25037,25038,2012,11,9,5,3,,,,98.0,3.0,86.0,1023.0,5.0,NE,1.78,0.0,0.0
25038,25039,2012,11,9,6,3,,,,104.0,3.0,81.0,1024.0,6.0,NE,2.67,0.0,0.0
25039,25040,2012,11,9,7,3,,,,118.0,4.0,86.0,1025.0,6.0,cv,0.89,0.0,0.0
25040,25041,2012,11,9,8,3,,,,134.0,4.0,86.0,1025.0,6.0,cv,1.34,0.0,0.0
25041,25042,2012,11,9,9,3,,,,128.0,3.0,66.0,1025.0,9.0,cv,2.23,0.0,0.0
25042,25043,2012,11,9,10,3,,,,103.0,3.0,61.0,1026.0,10.0,cv,3.12,0.0,0.0
25043,25044,2012,11,9,11,3,,,,91.0,3.0,54.0,1025.0,12.0,cv,4.01,0.0,0.0
25044,25045,2012,11,9,12,3,,,,95.0,2.0,50.0,1025.0,12.0,cv,5.8,0.0,0.0
25045,25046,2012,11,9,13,3,,,,71.0,3.0,54.0,1025.0,12.0,SE,1.79,0.0,0.0
25046,25047,2012,11,9,14,3,,,,71.0,2.0,50.0,1024.0,12.0,SE,3.58,0.0,0.0
25047,25048,2012,11,9,15,3,,,,44.0,1.0,43.0,1024.0,13.0,SE,5.37,0.0,0.0
25048,25049,2012,11,9,16,3,,,,62.0,1.0,46.0,1024.0,12.0,cv,0.89,0.0,0.0
25049,25050,2012,11,9,17,3,,,,67.0,3.0,66.0,1024.0,9.0,SE,0.89,0.0,0.0
25050,25051,2012,11,9,18,3,,,,105.0,3.0,81.0,1024.0,6.0,SE,1.78,0.0,0.0
25051,25052,2012,11,9,19,3,,,,116.0,3.0,81.0,1025.0,6.0,NE,0.89,0.0,0.0
25052,25053,2012,11,9,20,3,,,,143.0,3.0,86.0,1025.0,5.0,SE,0.89,0.0,0.0
25053,25054,2012,11,9,21,3,,,,160.0,4.0,93.0,1025.0,5.0,SE,1.78,0.0,0.0
25054,25055,2012,11,9,22,3,,,,127.0,3.0,75.0,1025.0,7.0,SE,3.57,0.0,0.0
25055,25056,2012,11,9,23,3,,,,132.0,3.0,75.0,1025.0,7.0,SE,4.46,0.0,0.0
25056,25057,2012,11,10,0,3,,,,116.0,3.0,81.0,1025.0,6.0,SE,5.35,0.0,0.0
25057,25058,2012,11,10,1,3,,,,160.0,3.0,81.0,1025.0,6.0,cv,0.89,0.0,0.0
25058,25059,2012,11,10,2,3,,,,122.0,4.0,86.0,1025.0,6.0,NE,0.89,0.0,0.0
25059,25060,2012,11,10,3,3,,,,122.0,4.0,86.0,1024.0,6.0,cv,0.89,0.0,0.0
25060,25061,2012,11,10,4,3,,,,130.0,4.0,86.0,1024.0,6.0,cv,1.78,0.0,0.0
25061,25062,2012,11,10,5,3,,,,108.0,4.0,86.0,1024.0,6.0,NE,0.89,0.0,0.0
25062,25063,2012,11,10,6,3,,,,112.0,4.0,86.0,1024.0,6.0,NW,0.89,0.0,0.0
25063,25064,2012,11,10,7,3,,,,121.0,4.0,86.0,1024.0,6.0,NE,1.79,0.0,0.0
25064,25065,2012,11,10,8,3,,,,110.0,5.0,87.0,1024.0,7.0,NW,3.13,0.2,0.2
25065,25066,2012,11,10,9,3,,,,108.0,5.0,87.0,1024.0,7.0,NW,6.26,0.0,0.0
25066,25067,2012,11,10,10,3,,,,83.0,5.0,87.0,1023.0,7.0,NE,1.79,0.2,0.2
25067,25068,2012,11,10,11,3,,,,72.0,5.0,81.0,1022.0,8.0,NW,3.13,0.1,0.3
25068,25069,2012,11,10,12,3,,,,62.0,4.0,81.0,1021.0,7.0,NW,4.92,0.6,0.9
25069,25070,2012,11,10,13,3,,,,57.0,5.0,87.0,1021.0,7.0,NW,8.05,0.8,1.7
25070,25071,2012,11,10,14,3,,,,46.0,5.0,93.0,1021.0,6.0,NW,12.07,1.2,2.9
25071,25072,2012,11,10,15,3,,,,48.0,3.0,86.0,1020.0,5.0,NW,16.99,2.3,5.2
25072,25073,2012,11,10,16,3,,,,31.0,3.0,86.0,1020.0,5.0,NW,22.8,1.8,7.0
25073,25074,2012,11,10,17,3,,,,26.0,4.0,93.0,1019.0,5.0,cv,0.89,0.0,0.0
25074,25075,2012,11,10,18,3,,,,22.0,2.0,80.0,1019.0,5.0,NW,7.15,0.0,0.0
25075,25076,2012,11,10,19,3,,,,19.0,1.0,75.0,1019.0,5.0,NW,16.09,0.0,0.0
25076,25077,2012,11,10,20,3,,,,17.0,-1.0,65.0,1019.0,5.0,NW,25.03,0.0,0.0
25077,25078,2012,11,10,21,3,,,,12.0,-1.0,69.0,1018.0,4.0,NW,33.97,0.0,0.0
25078,25079,2012,11,10,22,3,,,,12.0,-3.0,56.0,1018.0,5.0,NW,43.8,0.0,0.0
25079,25080,2012,11,10,23,3,,,,10.0,-5.0,48.0,1017.0,5.0,NW,54.98,0.0,0.0
25080,25081,2012,11,11,0,3,,,,12.0,-6.0,48.0,1016.0,4.0,NW,63.92,0.0,0.0
25081,25082,2012,11,11,1,3,,,,10.0,-8.0,41.0,1016.0,4.0,NW,73.75,0.0,0.0
